kanji,id_5th_ed,id_6th_ed,keyword_5th_ed,keyword_6th_ed,components,on_reading,kun_reading,stroke_count,jlpt
逮,1160,1244,apprehend,apprehend,sieve; rake; grains of rice; road,タイ,,11,N1
伊,1161,1245,Italy,Italy,italy; person; mop,イ,かれ,6,N1
君,1162,1246,old boy,old boy,mop; mouth,クン,きみ; -ぎみ,7,N3
群,1163,1247,flock,flock,old boy; mop; mouth; sheep,グン,む.れる; む.れ; むら; むら.がる,13,N2
耐,1164,1248,proof,-proof,comb; glue,タイ,た.える,9,N1
需,1165,1249,demand,demand,rain; weather; comb,ジュ,,14,N1
儒,1166,1250,Confucian,Confucian,confucian; person; demand; rain; weather; comb,ジュ,,16,N1
端,1167,1251,edge,edge,vase; stand up; pick-axe; mountain; comb,タン,はし; は; はた; -ばた; はな,14,N1
両,1168,1252,both,both,street; nail; spike; belt; shovel,リョウ,てる; ふたつ,6,N3
満,1169,1253,full,full,water; water droplets; water pistol; flowers; both; street; nail; spike; belt; shovel,マン; バン,み.ちる; み.つ; み.たす,12,N3
画,1170,1254,brush-stroke,brush-stroke,one; ceiling; sprout; shoot; shovel,ガ; カク; エ; カイ,えが.く; かく.する; かぎ.る; はかりごと; はか.る,8,N4
歯,1171,1255,tooth,tooth,stop; footprint; bag of rice; shovel,シ,よわい; は; よわ.い; よわい.する,12,N3
曲,1172,1256,bend,bend,rice field; brains; stick,キョク,ま.がる; ま.げる,6,N3
曹,1173,1257,cadet,cadet,one; bend; sun; day,ソウ; ゾウ,つかさ; ともがら; へや,11,N1
遭,1174,1258,encounter,encounter,cadet; one; bend; sun; day; road,ソウ,あ.う; あ.わせる,14,N1
漕,1175,1259,rowing,rowing,water; water droplets; water pistol; cadet; one; bend; sun; day,ソウ,こ.ぐ; はこ.ぶ,14,
槽,1176,1260,vat,vat,tree; wood; cadet; one; bend; sun; day,ソウ,ふね,15,N1
斗,1177,1261,Big Dipper,Big Dipper,big dipper; measuring cup; big dipper; The Plough; drop; ten; needle,ト; トウ,,4,N1
料,1178,1262,fee,fee,rice; measuring cup; big dipper; The Plough; drop; ten; needle,リョウ,,10,N4
科,1179,1263,department,department,wheat; cereal; measuring cup; big dipper; The Plough; drop; ten; needle,カ,,9,N3
図,1180,1264,map,map,pent in; measuring cup; big dipper; The Plough; drop; ten; needle,ズ; ト,え; はか.る,7,N4
用,1181,1265,utilize,utilize,moon; month; flesh; part of the body; walking stick,ヨウ,もち.いる,5,N4
庸,1182,1266,comfortable,comfortable,commonplace; cave; rake; screwdriver; utilise; utilize; moon; month; flesh; part of the body; walking stick,ヨウ,,11,N1
備,1183,1267,equip,equip,person; flowers; cliff; screwdriver; utilise; utilize; moon; month; flesh; part of the body; walking stick,ビ,そな.える; そな.わる; つぶさ.に,12,N3
昔,1184,1268,once upon a time,once upon a time,salad; flowers; one; floor; sun; day,セキ; シャク,むかし,8,N3
錯,1185,1269,confused,confused,metal; gold; once upon a time; storyteller; salad; sun; day,サク; シャク,,16,N1
借,1186,1270,borrow,borrow,person; once upon a time; storyteller; salad; sun; day,シャク,か.りる,10,N4
惜,1187,1271,pity,pity,Freud; state of mind; once upon a time; storyteller; salad; sun; day,セキ,お.しい; お.しむ,11,N1
措,1188,1272,set aside,set aside,finger; fingers; once upon a time; storyteller; salad; sun; day,ソ,お.く,11,N1
散,1189,1273,scatter,scatter,salad; moon; month; flesh; part of the body; taskmaster,サン,ち.る; ち.らす; -ち.らす; ち.らかす; ち.らかる; ばら,12,N3
廿,1190,1274,twenty,twenty,,ジュウ; ニュウ,にじゅう,4,
庶,1191,1275,commoner,commoner,caverns; cave; twenty; oven-fire; barbecue,ショ,,11,N1
遮,1192,1276,intercept,intercept,commoner; caverns; cave; twenty; oven-fire; barbecue; road,シャ,さえぎ.る,14,N1
席,1193,1277,seat,seat,caverns; cave; twenty; towel,セキ,むしろ,10,N3
度,1194,1278,degrees,degrees,caverns; cave; twenty; crotch,ド; ト; タク,たび; -た.い,9,N4
渡,1195,1279,transit,transit,water; water droplets; water pistol; degrees; caverns; cave; twenty; crotch,ト,わた.る; -わた.る; わた.す,12,N3
奔,1196,1280,bustle,bustle,large; St. Bernard; haystack; ten; needle,ホン,はし.る,8,N1
噴,1197,1281,erupt,erupt,mouth; pitchfork; haystack; ten; needle; shellfish; clam; oyster; eye; animal legs; eight,フン,ふ.く,15,N1
墳,1198,1282,tomb,tomb,soil; dirt; ground; pitchfork; haystack; ten; needle; shellfish; clam; oyster; eye; animal legs; eight,フン,,15,N1
憤,1199,1283,aroused,aroused,Freud; state of mind; pitchfork; haystack; ten; needle; shellfish; clam; oyster; eye; animal legs; eight,フン,いきどお.る,15,N1
焼,1200,1284,bake,bake,hearth fire; lofty; strawman; wickerman; haystack; ten; needle; one; human legs,ショウ,や.く; や.き; や.き-; -や.き; や.ける,12,N2
暁,1201,1285,daybreak,daybreak,sun; lofty; strawman; wickerman; haystack; ten; needle; one; human legs,ギョウ; キョウ,あかつき; さと.る,12,N1
半,1202,1286,half,half,small; ten; needle,ハン,なか.ば,5,N5
伴,1203,1287,consort,consort,person; half,ハン; バン,ともな.う,7,N1
畔,1204,1288,paddy ridge,paddy ridge,paddy-ridge; rice field; brains; half,ハン,あぜ; くろ; ほとり,10,N1
判,1205,1289,judgment,judgment,judgement; half; sword; sabre; saber,ハン; バン,わか.る,7,N3
拳,2917,1290,fist,fist,quarter; hand,ケン; ゲン,こぶし,10,N1
券,1206,1291,ticket,ticket,quarter; sword; dagger,ケン,,8,N2
巻,1207,1292,scroll,scroll,quarter; snake; self,カン; ケン,ま.く; まき; ま.き,9,N2
圏,1208,1293,sphere,sphere,pent in; scroll; quarter; snake; self,ケン,かこ.い,12,N1
勝,1209,1294,victory,victory,edam; moon; month; flesh; part of the body; quarter; power; muscle; arnold,ショウ,か.つ; -が.ち; まさ.る; すぐ.れる; かつ,12,N3
藤,1210,1295,wisteria,wisteria,flowers; edam; moon; month; flesh; part of the body; quarter; grains of rice,トウ; ドウ,ふじ,18,N1
謄,1211,1296,facsimilie,facsimilie,mimeograph; facsimile; edam; moon; month; flesh; part of the body; quarter; say; words; keitai; mouth,トウ,,17,N1
片,1212,1297,one-sided,one-sided,waiter with wine on tray,ヘン,かた-; かた,4,N2
版,1213,1298,printing block,printing block,one-sided; waiter with wine on tray; anti-; demonstration; cliff; crotch,ハン,,8,N2
之,1214,1299,of,of,Zorro; building blocks; zig-zag,シ,の; これ; おいて; ゆく; この,3,N1
乏,1215,1300,destitution,destitution,drop; of; Zorro; building blocks; zig-zag,ボウ,とぼ.しい; とも.しい,4,N1
芝,1216,1301,turf,turf,flowers; of; Zorro; building blocks; zig-zag,シ,しば,6,N1
不,1217,1302,negative,negative,one; ceiling; person; drop,フ; ブ,,4,N4
否,1218,1303,negate,negate,negative; mouth,ヒ,いな; いや,7,N3
杯,1219,1304,cupfuls,cupfuls,tree; wood; negative,ハイ,さかずき,8,N3
矢,1220,1305,dart,dart,drop; heavens,シ,や,5,N1
矯,1221,1306,rectify,rectify,dart; drop; heavens; angel; heavens; mouth; hood; mouth,キョウ,た.める,17,N1
族,1222,1307,tribe,tribe,banner; direction; compass; direction; reclining; lying down; dart; drop; heavens,ゾク,,11,N4
知,1223,1308,know,know,dart; drop; heavens; mouth,チ,し.る; し.らせる,8,N4
智,1224,1309,wisdom,wisdom,know; dart; drop; heavens; mouth; sun; day; tongue wagging,チ,,12,N1
挨,2248,1310,shove,shove,finger; fingers; elbow; dart; drop; heavens,アイ,ひら.く,10,
矛,1225,1311,halberd,halberd,beforehand,ム; ボウ,ほこ,5,N1
柔,1226,1312,tender,tender,halberd; beforehand; tree; wood,ジュウ; ニュウ,やわ.らか; やわ.らかい; やわ; やわ.ら,9,N2
務,1227,1313,task,task,halberd; beforehand; taskmaster; power; muscle; arnold,ム,つと.める,11,N3
霧,1228,1314,fog,fog,rain; weather; task; halberd; beforehand; taskmaster; power; muscle; arnold,ム; ボウ; ブ,きり,19,N1
班,1229,1315,squad,squad,sword; spear; cutlass; king; jewel; ball,ハン,,10,N1
帰,1230,1316,homecoming,homecoming,sword; spear; cutlass; feather duster; broom; apron; crown; towel,キ,かえ.る; かえ.す; おく.る; とつ.ぐ,10,N4
弓,1231,1317,bow,bow,,キュウ,ゆみ,3,N1
引,1232,1318,pull,pull,bow; stick,イン,ひ.く; ひ.き; ひ.き-; -び.き; ひ.ける,4,N3
弔,1233,1319,condolences,condolences,bow; walking stick,チョウ,とむら.う; とぶら.う,4,N1
弘,1234,1320,vast,vast,bow; elbow,コウ; グ,ひろ.い,5,N1
強,1235,1321,strong,strong,bow; elbow; insect,キョウ; ゴウ,つよ.い; つよ.まる; つよ.める; し.いる; こわ.い,11,N4
弥,2241,1322,more and more,more and more,bow; hammock; reclining; lying down; small; little,ミ; ビ,いや; や; あまねし; いよいよ; とおい; ひさし; ひさ.しい; わた.る,8,N1
弱,1236,1323,weak,weak,bow; ice,ジャク,よわ.い; よわ.る; よわ.まる; よわ.める,10,N2
溺,2308,1324,drowning,drowning,water; water droplets; water pistol; weak; bow; ice,デキ; ジョウ; ニョウ,いばり; おぼ.れる,13,
沸,1237,1325,seethe,seethe,water; water droplets; water pistol; dollar; bow; stick,フツ,わ.く; わ.かす,8,N2
費,1238,1326,expense,expense,dollar; bow; stick; shellfish; clam; oyster; eye; animal legs; eight,ヒ,つい.やす; つい.える,12,N3
第,1239,1327,No.,No.,no.; bamboo; dollar; bow; stick,ダイ; テイ,,11,N1
弟,1240,1328,younger brother,younger brother,horns; dollar; bow; stick,テイ; ダイ; デ,おとうと,7,N4
巧,1241,1329,adroit,adroit,craft; snare,コウ,たく.み; たく.む; うま.い,5,N1
号,1242,1330,nickname,nickname,mouth; snare,ゴウ,さけ.ぶ; よびな,5,N3
朽,1243,1331,decay,decay,tree; wood; snare,キュウ,く.ちる,6,N1
誇,1244,1332,boast,boast,say; words; keitai; mouth; Batman; large; St. Bernard; chandelier; one; ceiling; snare,コ,ほこ.る,13,N1
顎,2795,1333,chin,chin,mousetrap; mouth; one; ceiling; snare; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ガク,あご; あぎと,18,
汚,1245,1334,dirty,dirty,water; water droplets; water pistol; snare; one; spike; stick,オ,けが.す; けが.れる; けが.らわしい; よご.す; よご.れる; きたな.い,6,N2
与,1246,1335,bestow,bestow,slingshot; catapult; one,ヨ,あた.える; あずか.る; くみ.する; ともに,3,N3
写,1247,1336,copy,copy,crown; bestow; slingshot; catapult; one,シャ; ジャ,うつ.す; うつ.る; うつ-; うつ.し,5,N4
身,1248,1337,somebody,somebody,nose,シン,み,7,
射,1249,1338,shoot,shoot,somebody; nose; glue,シャ,い.る; さ.す,10,N1
謝,1250,1339,apologize,apologize,say; words; keitai; mouth; shoot bang bang; somebody; nose; glue,シャ,あやま.る,17,N1
老,1251,1340,old man,old man,soil; dirt; ground; spoon; sitting on the ground,ロウ,お.いる; ふ.ける,6,N3
考,1252,1341,consider,consider,old man; slingshot; catapult,コウ,かんが.える; かんが.え,6,N4
孝,1253,1342,filial piety,filial piety,old man; child,コウ; キョウ,,7,
教,1254,1343,teach,teach,filial piety; old man; child; taskmaster,キョウ,おし.える; おそ.わる,11,N4
拷,1255,1344,torture,torture,finger; fingers; consider; old man; slingshot; catapult,ゴウ,,9,N1
者,1256,1345,someone,someone,puppet; sooty; old man; sun; day,シャ,もの,8,N4
煮,1257,1346,boil,boil,someone; puppet; sooty; old man; sun; day; oven-fire; barbecue,シャ,に.る; -に; に.える; に.やす,12,N1
著,1258,1347,renowned,renowned,flowers; someone; puppet; sooty; old man; sun; day,チョ; チャク,あらわ.す; いちじる.しい,11,N2
箸,2640,1348,chopsticks,chopsticks,bamboo; someone; puppet; sooty; old man; sun; day,チョ; チャク,はし,15,
署,1259,1349,signature,signature,eye; cross-eyed; net; someone; puppet; sooty; old man; sun; day,ショ,,13,N2
暑,1260,1350,sultry,sultry,sun; day; someone; puppet; sooty; old man,ショ,あつ.い,12,N1
諸,1261,1351,various,various,say; words; keitai; mouth; someone; puppet; sooty; old man; sun; day,ショ,もろ,15,N2
猪,1262,1352,boar,boar,pack of wild dogs; someone; puppet; sooty; old man; sun; day,チョ,い; いのしし,11,N1
渚,1263,1353,strand,strand,water; water droplets; water pistol; someone; puppet; sooty; old man; sun; day,ショ,なぎさ,11,N1
賭,1264,1354,gamble,gamble,shellfish; clam; oyster; eye; animal legs; eight; someone; puppet; sooty; old man; sun; day,ト,か.ける; かけ,15,
峡,1265,1355,gorge,gorge,mountain; scissors; husband; horns,キョウ; コウ,はざま,9,N1
狭,1266,1356,cramped,cramped,pack of wild dogs; scissors; husband; horns,キョウ; コウ,せま.い; せば.める; せば.まる; さ,9,N1
挟,1267,1357,sandwiched,sandwiched,finger; fingers; scissors; husband; horns,キョウ; ショウ,はさ.む; はさ.まる; わきばさ.む; さしはさ.む,9,N2
頬,2792,1358,cheek,cheek,,,,15,
追,1268,1359,chase,chase,maestro; road,ツイ,お.う,9,N3
阜,2928,1360,large hill,large hill,maestro; ten; needle,フ; フウ,,8,
師,1269,1361,expert,expert,maestro; noren; one; ceiling; towel,シ; ス,もろもろ; なら.う,10,N3
帥,1270,1362,commander,commander,maestro; towel,スイ,,9,N1
官,1271,1363,bureaucrat,bureaucrat,house; maestro without baton,カン,,8,N3
棺,1272,1364,coffin,coffin,tree; wood; bureaucrat; house; maestro without baton,カン,,12,N1
管,1273,1365,pipe,pipe,bamboo; bureaucrat; house; maestro without baton,カン,くだ,14,N2
父,1274,1366,father,father,,フ,ちち,4,N5
釜,2332,1367,cauldron,cauldron,father; metal; gold,フ,かま,10,
交,1275,1368,mingle,mingle,top hat; father,コウ,まじ.わる; まじ.える; ま.じる; まじ.る; ま.ざる; ま.ぜる; -か.う; か.わす; かわ.す; こもごも,6,N3
効,1276,1369,merit,merit,mingle; top hat; father; power; muscle; arnold,コウ,き.く; ききめ; なら.う,8,N2
較,1277,1370,contrast,contrast,car; mingle; top hat; father,カク; コウ,くら.べる,13,N1
校,1278,1371,exam,exam,tree; wood; mingle; top hat; father,コウ; キョウ,,10,N5
足,1279,1372,leg,leg,mouth; mending; mend,ソク,あし; た.りる; た.る; た.す,7,N4
促,1280,1373,stimulate,stimulate,person; leg; mouth; mending; mend,ソク,うなが.す,9,N1
捉,2260,1374,nab,nab,finger; fingers; leg; mouth; mend,ソク; サク,とら.える,10,
距,1281,1375,long-distance,long-distance,wooden leg; mouth; stop; footprint; giant,キョ,へだ.たる; けづめ,12,N1
路,1282,1376,path,path,wooden leg; mouth; stop; footprint; each; walking legs; mouth,ロ; ル,-じ; みち,13,N3
露,1283,1377,dew,dew,rain; weather; path; wooden leg; mouth; stop; footprint; each; walking legs; mouth,ロ; ロウ,つゆ,21,N1
跳,1284,1378,hop,hop,wooden leg; mouth; stop; footprint; portent; omen,チョウ,は.ねる; と.ぶ; -と.び,13,N1
躍,1285,1379,leap,leap,wooden leg; mouth; stop; footprint; futon; feathers; wings; turkey,ヤク,おど.る,21,N1
践,1286,1380,tread,tread,wooden leg; mouth; stop; footprint; parade float,セン,ふ.む,13,N1
踏,1287,1381,step,step,wooden leg; mouth; stop; footprint; wednesday; boots; water; sun; day,トウ,ふ.む; ふ.まえる,15,N1
踪,3019,1382,trail,trail,,ショウ; ソウ,あと,15,
骨,1288,1383,skeleton,skeleton,joint; moon; month; flesh; part of the body,コツ,ほね,10,N2
滑,1289,1384,slippery,slippery,water; water droplets; water pistol; skeleton; joint; moon; month; flesh; part of the body,カツ; コツ,すべ.る; なめ.らか,13,N1
髄,1290,1385,marrow,marrow,skeleton; joint; moon; month; flesh; part of the body; highwayman; possess; by one’s side; road,ズイ,,19,N1
禍,1291,1386,calamity,calamity,altar; jawbone; joint; hood; mouth,カ,わざわい,13,N1
渦,1292,1387,whirlpool,whirlpool,water; water droplets; water pistol; jawbone; joint; hood; mouth,カ,うず,12,N1
鍋,2757,1388,pot,pot,metal; gold; jawbone; joint; hood; mouth,カ,なべ,17,
過,1293,1389,overdo,overdo,jawbone; joint; hood; mouth; road,カ,す.ぎる; -す.ぎる; -す.ぎ; す.ごす; あやま.つ; あやま.ち; よ.ぎる,12,N3
阪,1294,1390,Heights,Heights,heights; pinnacle; parthenon; acropolis; anti-; demonstration; cliff; crotch,ハン,さか,7,
阿,1295,1391,Africa,Africa,africa; pinnacle; parthenon; acropolis; can; mouth; street; nail; spike,ア; オ,おもね.る,8,N1
際,1296,1392,occasion,occasion,pinnacle; parthenon; acropolis; ritual; moon; month; flesh; part of the body; crotch; altar; show; two; small,サイ,きわ; -ぎわ,14,N3
障,1297,1393,hinder,hinder,pinnacle; parthenon; acropolis; badge; vase; stand up; sunflower; early; sun; day; ten; needle,ショウ,さわ.る,14,N1
隙,2426,1394,chink,chink,pinnacle; parthenon; acropolis; small; little; sun; day; little,ゲキ; キャク; ケキ,すき; す.く; す.かす; ひま,13,
随,1298,1395,follow,follow,pinnacle; parthenon; acropolis; highwayman; possess; by one’s side; moon; month; flesh; part of the body; road,ズイ,まにまに; したが.う,12,N1
陪,1299,1396,auxiliary,auxiliary,obeisance; pinnacle; parthenon; acropolis; muzzle; vase; stand up; mouth,バイ,,11,N1
陽,1300,1397,sunshine,sunshine,pinnacle; parthenon; acropolis; piggy bank; sun; day; piglets,ヨウ,ひ,12,N3
陳,1301,1398,line up,line up,exhibit; pinnacle; parthenon; acropolis; east; tree; wood; sun; day,チン,ひ.ねる,11,N1
防,1302,1399,ward off,ward off,pinnacle; parthenon; acropolis; compass; direction,ボウ,ふせ.ぐ,7,N2
附,1303,1400,affixed,affixed,pinnacle; parthenon; acropolis; adhere; sellotape; person; glue,フ,つ.ける; つ.く,8,N1
院,1304,1401,Inst.,Inst.,pinnacle; parthenon; acropolis; perfect; house; beginnings; two; human legs,イン,,10,N4
陣,1305,1402,camp,camp,pinnacle; parthenon; acropolis; car,ジン,,10,N1
隊,1306,1403,regiment,regiment,pinnacle; parthenon; acropolis; animal horns; sow; pig; wart hog; regimental mascot,タイ,,12,N1
墜,1307,1404,crash,crash,regiment; pinnacle; parthenon; acropolis; animal horns; sow; pig; wart hog; regimental mascot; soil; dirt; ground,ツイ,お.ちる; お.つ,15,N1
降,1308,1405,descend,descend,pinnacle; parthenon; acropolis; walking legs; sunglasses with one lens missing; monocle,コウ; ゴ,お.りる; お.ろす; ふ.る; ふ.り; くだ.る; くだ.す,10,N3
階,1309,1406,story,story,storey; pinnacle; parthenon; acropolis; all; compare; spoon; sitting on the ground; white; dove,カイ,きざはし,12,N2
陛,1310,1407,highness,highness,pinnacle; parthenon; acropolis; compare; spoon; sitting on the ground; soil; dirt; ground,ヘイ,,10,N1
隣,1311,1408,neighboring,neighboring,neighbouring; pinnacle; parthenon; acropolis; shoeshine; rice; sunglasses; dancing legs; ballerina; evening,リン,とな.る; となり,16,N1
隔,1312,1409,isolate,isolate,pinnacle; parthenon; acropolis; tripod; one; ceiling; mouth; hood; human legs; street; nail; spike,カク,へだ.てる; へだ.たる,13,N1
隠,1313,1410,conceal,conceal,pinnacle; parthenon; acropolis; hideaway; claw; vulture; broom; heart,イン; オン,かく.す; かく.し; かく.れる; かか.す; よ.る,14,N1
堕,1314,1411,degenerate,degenerate,pinnacle; parthenon; acropolis; possess; by one’s side; moon; month; flesh; part of the body; ground; soil; dirt; ground,ダ,お.ちる; くず.す; くず.れる,12,N1
陥,1315,1412,collapse,collapse,pinnacle; parthenon; acropolis; straight-jacket; bound up; olden times; old days; stick; sun; day,カン,おちい.る; おとしい.れる,10,N1
穴,1316,1413,hole,hole,house; eight,ケツ,あな,5,N1
空,1317,1414,empty,empty,hole; house; human legs; craft,クウ,そら; あ.く; あ.き; あ.ける; から; す.く; す.かす; むな.しい,8,N4
控,1318,1415,withdraw,withdraw,finger; fingers; empty; sky; hole; house; human legs; craft,コウ,ひか.える; ひか.え,11,N1
突,1319,1416,stab,stab,hole; house; human legs; large; St. Bernard,トツ; カ,つ.く,8,N3
究,1320,1417,research,research,hole; house; human legs; nine; baseball,キュウ; ク,きわ.める,7,N4
窒,1321,1418,plug up,plug up,hole; house; human legs; climax; wall; one; ceiling; elbow; soil; dirt; ground,チツ,,11,N1
窃,1322,1419,stealth,stealth,hole; house; human legs; cut; seven; sword; dagger,セツ,ぬす.む; ひそ.か,9,N1
窟,2615,1420,cavern,cavern,hole; house; human legs; yield; flag; exit,クツ; コツ,いわや; いはや; あな,13,
窪,1323,1421,depression,depression,hole; house; human legs; water; water droplets; water pistol; ivy; square jewel; soil; dirt; ground,ワ; ア,くぼ.む; くぼ.み; くぼ.まる; くぼ,14,
搾,1324,1422,squeeze,squeeze,finger; fingers; tight; hole; house; human legs; saw,サク,しぼ.る,13,N1
窯,1325,1423,kiln,kiln,hole; house; human legs; sheep; oven-fire; barbecue,ヨウ,かま,15,N1
窮,1326,1424,hard up,hard up,hole; house; human legs; somebody; nose; bow,キュウ; キョウ,きわ.める; きわ.まる; きわ.まり; きわ.み,15,N1
探,1327,1425,grope,grope,finger; fingers; paper punch; Miss World; hole; house; human legs; tree; wood,タン,さぐ.る; さが.す,11,N3
深,1328,1426,deep,deep,water; water droplets; water pistol; paper punch; Miss World; hole; house; human legs; tree; wood,シン,ふか.い; -ぶか.い; ふか.まる; ふか.める; み-,11,N3
丘,1329,1427,hill,hill,axe; one; floor,キュウ,おか,5,N1
岳,1330,1428,Point,Point,point; hill; axe; one; floor; mountain,ガク,たけ,8,N1
兵,1331,1429,soldier,soldier,hill; axe; one; floor; animal legs; eight,ヘイ; ヒョウ,つわもの,7,N2
浜,1332,1430,seacoast,seacoast,water; water droplets; water pistol; soldier; hill; axe; one; floor; animal legs; eight,ヒン,はま,10,N1
糸,1333,1431,thread,thread,spiderman,シ,いと,6,N2
織,1334,1432,weave,weave,thread; spiderman; kazoo; sound; vase; stand up; sun; day; fiesta,ショク; シキ,お.る; お.り; おり; -おり; -お.り,18,N1
繕,1335,1433,darning,darning,thread; spiderman; virtuous; sheep; horns; mouth,ゼン,つくろ.う,18,N1
縮,1336,1434,shrink,shrink,thread; spiderman; inn; house; person; hundred; one; ceiling; white; dove,シュク,ちぢ.む; ちぢ.まる; ちぢ.める; ちぢ.れる; ちぢ.らす,17,N1
繁,1337,1435,luxuriant,luxuriant,cleverness; reclining; lying down; mother; breasts; taskmaster; thread; spiderman,ハン,しげ.る; しげ.く,16,N1
縦,1338,1436,vertical,vertical,thread; spiderman; accompany; Nelson; column; going; line; horns; mend,ジュウ,たて,16,N1
緻,3020,1437,fine,fine,,チ,こまか.い,16,
線,1339,1438,line,line,thread; spiderman; spring; white; dove; water,セン,すじ,15,N2
綻,2670,1439,come apart at the seams,come apart at the seams,thread; spiderman; determine; determined; house; mend,タン,ほころ.びる,14,
締,1340,1440,tighten,tighten,thread; spiderman; sovereign; vase; stand up; apron; crown; towel,テイ,し.まる; し.まり; し.める; -し.め; -じ.め,15,N1
維,1341,1441,fiber,fiber,thread; spiderman; turkey,イ,,14,N1
羅,1342,1442,gauze,gauze,eye; cross-eyed; net; fibre; thread; spiderman; turkey,ラ,うすもの,19,N1
練,1343,1443,practice,practice,thread; spiderman; east; tree; wood; sun; day,レン,ね.る; ね.り,14,N2
緒,1344,1444,thong,thong,thread; spiderman; someone; puppet; sooty; old man; sun; day,ショ; チョ,お; いとぐち,14,N3
続,1345,1445,continue,continue,thread; spiderman; sell; samurai; crown; human legs,ゾク; ショク; コウ; キョウ,つづ.く; つづ.ける; つぐ.ない,13,N3
絵,1346,1446,picture,picture,thread; spiderman; meeting; one; wall; umbrella; rising cloud; two; elbow; wall,カイ; エ,,12,N3
統,1347,1447,overall,overall,thread; spiderman; allot; infant; toddler; top hat; elbow; human legs,トウ,す.べる; ほび.る,12,N1
絞,1348,1448,strangle,strangle,thread; spiderman; mingle; top hat; father,コウ,しぼ.る; し.める; し.まる,12,N1
給,1349,1449,salary,salary,thread; spiderman; fit; meeting; umbrella; one; mouth,キュウ,たま.う; たも.う; -たま.え,12,N3
絡,1350,1450,entwine,entwine,thread; spiderman; each; walking legs; mouth,ラク,から.む; から.まる,12,N2
結,1351,1451,tie,tie,thread; spiderman; aerosol; samurai; mouth,ケツ; ケチ,むす.ぶ; ゆ.う; ゆ.わえる,12,N1
終,1352,1452,end,end,thread; spiderman; winter; walking legs; ice; drop,シュウ,お.わる; -お.わる; おわ.る; お.える; つい; つい.に,11,N4
級,1353,1453,class,class,thread; spiderman; reach out; outstretched hands,キュウ,,9,N1
紀,1354,1454,chronicle,chronicle,thread; spiderman; snake; self,キ,,9,N1
紅,1355,1455,crimson,crimson,thread; spiderman; craft,コウ; ク,べに; くれない; あか.い,9,N2
納,1356,1456,settlement,settlement,thread; spiderman; inside; person; belt,ノウ; ナッ; ナ; ナン; トウ,おさ.める; -おさ.める; おさ.まる,10,N1
紡,1357,1457,spinning,spinning,thread; spiderman; compass; direction,ボウ,つむ.ぐ,10,N1
紛,1358,1458,distract,distract,thread; spiderman; part; eight; sword; dagger,フン,まぎ.れる; -まぎ.れ; まぎ.らす; まぎ.らわす; まぎ.らわしい,10,N1
紹,1359,1459,introduce,introduce,thread; spiderman; summon; seduce; sword; dagger; mouth,ショウ,,11,N2
経,1360,1460,sutra,sutra,thread; spiderman; spool; clod; toilet paper; crotch; soil; dirt; ground,ケイ; キョウ,へ.る; た.つ; たていと; はか.る; のり,11,N3
紳,1361,1461,sire,sire,thread; spiderman; monkey; sun; day; stick,シン,,11,N1
約,1362,1462,promise,promise,thread; spiderman; ladle,ヤク,,9,N3
細,1363,1463,dainty,dainty,thread; spiderman; rice field; brains,サイ,ほそ.い; ほそ.る; こま.か; こま.かい,11,N2
累,1364,1464,accumulate,accumulate,rice field; brains; thread; spiderman,ルイ,,11,N1
索,1365,1465,cord,cord,bishop; cross; ten; needle; crown; thread; spiderman,サク,,10,N1
総,1366,1466,general,general,thread; spiderman; public; eight; elbows; heart,ソウ,す.べて; すべ.て; ふさ,14,N2
綿,1367,1467,cotton,cotton,thread; spiderman; napkin; white; dove; towel,メン,わた,14,N2
絹,1368,1468,silk,silk,thread; spiderman; mouth; moon; month; flesh; part of the body,ケン,きぬ,13,N1
繰,1369,1469,winding,winding,thread; spiderman; furniture; goods; mouth; tree; wood,ソウ,く.る,19,N1
継,1370,1470,inherit,inherit,thread; spiderman; rice; fishhook,ケイ,つ.ぐ; まま-,13,N1
緑,1371,1471,green,green,thread; spiderman; dustpan; broom; grains of rice,リョク; ロク,みどり,14,N2
縁,1372,1472,affinity,affinity,thread; spiderman; broom; sow; pig,エン; ネン,ふち; ふちど.る; ゆかり; よすが; へり; えにし,15,N1
網,1373,1473,netting,netting,thread; spiderman; glass jar; hood; horns; one; deceased; perish; top hat; fishhook,モウ,あみ,14,N1
緊,1374,1474,tense,tense,loincloth; retainer; slave; crotch; thread; spiderman,キン,,15,N1
紫,1375,1475,purple,purple,Prince; this here; stop; footprint; spoon; sitting on the ground; thread; spiderman,シ,むらさき,12,N1
縛,1376,1476,truss,truss,thread; spiderman; acupuncturist; specialty; drop; ten; needle; rice field; brains; glue,バク,しば.る,16,N1
縄,1377,1477,straw rope,straw rope,thread; spiderman; eels; sun; day,ジョウ,なわ; ただ.す,15,N1
幼,1378,1478,infancy,infancy,cocoon; power; muscle; arnold,ヨウ,おさな.い,5,N2
後,1379,1479,behind,behind,Nelson; column; going; line; cocoon; walking legs,ゴ; コウ,のち; うし.ろ; うしろ; あと; おく.れる,9,N5
幽,1380,1480,faint,faint,seclude; cocoon; mountain,ユウ; ヨウ,ふか.い; かす.か; くら.い; しろ.い,9,N1
幾,1381,1481,how many,how many,cocoon; person; fiesta,キ,いく-; いく.つ; いく.ら,12,N3
